PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
MOSHOLU PLAYGROUND,STATEN ISLAND,0.41,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LIOTTI IKEFUGI PLAYGROUND,STATEN ISLAND,0.41,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JOSEPH C. SAUER PARK,STATEN ISLAND,0.4,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND EIGHTY NINE LXXXIX,STATEN ISLAND,0.4,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VAN NEST PARK,STATEN ISLAND,0.4,PLAYGROUND LESS THAN ONE ACRE,0,0,0,1,0,1,0,2
JOSEPHINE CAMINITI PLAYGROUND,STATEN ISLAND,0.4,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PARK SOUTH,STATEN ISLAND,0.39,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHELSEA RECREATION CENTER,STATEN ISLAND,0.39,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
IMAGINATION PLAYGROUND,STATEN ISLAND,0.39,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HINES PARK,STATEN ISLAND,0.38,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GOBLE PLAYGROUND,STATEN ISLAND,0.38,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GRAND PLAYGROUND,STATEN ISLAND,0.38,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PARK NORTH,STATEN ISLAND,0.37,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. MARY'S PARK PLAYGROUND BROOKLYN,STATEN ISLAND,0.37,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MARCY PARK SOUTH,STATEN ISLAND,0.36,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MCLAUGHLIN PLAYGROUND,STATEN ISLAND,0.36,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLEECKER PLAYGROUND,STATEN ISLAND,0.36,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARLEM ART PARK,STATEN ISLAND,0.35,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
VINCENT F. ALBANO JR. PLAYGROUND,STATEN ISLAND,0.35,PLAYGROUND LESS THAN ONE ACRE,0,0,1,0,0,0,0,1
ST. MARY'S PARK BROOKLYN,STATEN ISLAND,0.35,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JEROME PLAYGROUND SOUTH,STATEN ISLAND,0.35,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WALTON PARK,STATEN ISLAND,0.34,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SUTTON PLACE PARK,STATEN ISLAND,0.34,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
REV LENA IRONS UNITY PARK,STATEN ISLAND,0.34,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MACARTHUR PARK,STATEN ISLAND,0.33,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
KINGSBRIDGE HEIGHTS COMMUNITY CENTER,STATEN ISLAND,0.33,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SLEDGE PLAYGROUND,STATEN ISLAND,0.33,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FREEDOM SQUARE PLAYGROUND,STATEN ISLAND,0.33,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BERRY PLAYGROUND,STATEN ISLAND,0.33,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LONG ISLAND MEWS,STATEN ISLAND,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BLACK ROCK PLAYGROUND,STATEN ISLAND,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HOT SPOT TOT LOT,STATEN ISLAND,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PLAYGROUND SOUTH,STATEN ISLAND,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BRIDGE AND TUNNEL PARK,STATEN ISLAND,0.32,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
STOP & GO PLAYGROUND,STATEN ISLAND,0.32,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MACLAUGHLIN PLAYGROUND,STATEN ISLAND,0.3,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ANNADALE GREEN,STATEN ISLAND,0.3,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HARRY CHAPIN PLAYGROUND,STATEN ISLAND,0.3,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEEKSVILLE PLAYGROUND,STATEN ISLAND,0.3,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DODGER PLAYGROUND,STATEN ISLAND,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ELIZABETH STROUD PLAYGROUND,STATEN ISLAND,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
HANSBOROUGH RECREATION CENTER,STATEN ISLAND,0.29,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
A.R.R.O.W. FIELD HOUSE,STATEN ISLAND,0.29,BASKETBALL & REC CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PLAYGROUND NORTH,STATEN ISLAND,0.29,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
JENNIE JEROME PLAYGROUND,STATEN ISLAND,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND 115,STATEN ISLAND,0.29,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MARINERS HARBOR PLAYGROUND,STATEN ISLAND,0.27,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
YOUTH VILLAGE,STATEN ISLAND,0.27,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BEANSTALK PLAYGROUND,STATEN ISLAND,0.27,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DESALVIO PLAYGROUND,STATEN ISLAND,0.27,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAN ROSS PLAYGROUND,STATEN ISLAND,0.26,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DREAM STREET PARK,STATEN ISLAND,0.25,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SIDNEY HILLMAN PLAYGROUND,STATEN ISLAND,0.25,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SUNSHINE PLAYGROUND,STATEN ISLAND,0.24,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PARK CENTER,STATEN ISLAND,0.24,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SORRENTINO RECREATION CENTER,STATEN ISLAND,0.23,RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ST. GREGORY'S PLAYGROUND,STATEN ISLAND,0.23,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WILLIAM F MOORE PARK,STATEN ISLAND,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
UMMA PARK,STATEN ISLAND,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MARY O'CONNOR PLAYGROUND,STATEN ISLAND,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
OGDEN PLIMPTON PLAYGROUND,STATEN ISLAND,0.23,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GENE GRAY PLAYGROUND,STATEN ISLAND,0.23,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DOWNING STREET PLAYGROUND,STATEN ISLAND,0.22,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND THIRTY FIVE XXXV,STATEN ISLAND,0.22,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ROLF HENRY PLAYGROUND,STATEN ISLAND,0.21,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
P.S. 125 PLAYGROUND,STATEN ISLAND,0.21,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TONY DAPOLITO RECREATION CENTER,STATEN ISLAND,0.21,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ASTORIA HEALTH PLAYGROUND,STATEN ISLAND,0.21,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DAVIDSON PLAYGROUND,STATEN ISLAND,0.21,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MINETTA PLAYGROUND,STATEN ISLAND,0.21,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CHIARANTANO PLAYGROUND,STATEN ISLAND,0.21,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CORONA MAC PARK,STATEN ISLAND,0.21,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
THORPE FAMILY PLAYGROUND,STATEN ISLAND,0.2,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SUNNERS PLAYGROUND,STATEN ISLAND,0.2,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TUDOR GROVE PLAYGROUND,STATEN ISLAND,0.19,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RODNEY PLAYGROUND CENTER,STATEN ISLAND,0.19,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SEABURY PARK,STATEN ISLAND,0.19,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EAE J MITCHELL PARK,STATEN ISLAND,0.18,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PENN TRIANGLE,STATEN ISLAND,0.18,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
METROPOLITAN RECREATION CENTER,STATEN ISLAND,0.18,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RAMON APONTE PARK,STATEN ISLAND,0.17,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
FIELD OF DREAMS PARK,STATEN ISLAND,0.17,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BILL BOJANGLES ROBINSON PLAYGROUND,STATEN ISLAND,0.17,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
RECREATION CENTER 54,STATEN ISLAND,0.17,POOL & RECREATION CENTER LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PEARL ST PLAYGROUND,STATEN ISLAND,0.16,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LEWIS PLAYGROUND,STATEN ISLAND,0.16,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
NORTH PACIFIC PLAYGROUND,STATEN ISLAND,0.16,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MORRIS MESA,STATEN ISLAND,0.15,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PEACE PARK,STATEN ISLAND,0.14,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
DUKE PARK,STATEN ISLAND,0.14,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOBEL PLAYGROUND,STATEN ISLAND,0.14,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CAPTAIN JACOB JOSEPH PLAYGROUND,STATEN ISLAND,0.14,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
GRAND CANAL COURT,STATEN ISLAND,0.13,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
LT. FEDERICO NARVAEZ TOT LOT,STATEN ISLAND,0.13,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
WEST 186TH STREET BASKETBALL COURT,STATEN ISLAND,0.12,BASKETBALL & PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
SOPHIE IRENE LOEB,STATEN ISLAND,0.12,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
BARRETTO PARK,STATEN ISLAND,0.12,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ABYSSINIAN TOT LOT,STATEN ISLAND,0.12,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ALEXANDER'S ALLEY,STATEN ISLAND,0.11,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
EAST FLATBUSH CHILDREN'S PARK,STATEN ISLAND,0.11,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
CORONA HEALTH SANCTUARY,STATEN ISLAND,0.1,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
MOHEGAN TRIANGLE,STATEN ISLAND,0.1,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PLAYGROUND OF THE AMERICAS,STATEN ISLAND,0.08,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
PRIVATE WILLIAM GRAY PARK,STATEN ISLAND,0.07,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
ADRIENNE'S PLAYGROUND,STATEN ISLAND,0,PLAYGROUND LESS THAN ONE ACRE,0,0,0,0,0,0,0,0
TOTAL,,,,0,13,137,91,7,261,2,511
